Marktleistung,Verrechnungsbetrag,Periode,year
Arbeitsplatz Software Schale 2,46172.0,2021.02,2018
Arbeitsplatz Software Schale 2,92.0,2021.02,2018
Arbeitsplatz Software Schale 2,2926.0,2021.02,2018
Arbeitsplatz Software Schale 2,126.0,2021.02,2018
Arbeitsplatz Software Schale 2,84.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Secure Messaging Extern,0.0,2021.02,2018
Secure Messaging Extern,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,75.0,2021.02,2018
Arbeitsplatz Software Schale 3,100.0,2021.02,2018
Arbeitsplatz Software Schale 3,710.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
RAS-Wartung,690.0,2021.02,2018
Arbeitsplatz Software Schale 2,791.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,40.0,2021.02,2018
Arbeitsplatz Software Schale 2,6423.0,2021.02,2018
Arbeitsplatz Software Schale 2,12222.0,2021.02,2018
Arbeitsplatz Software Schale 2,23.0,2021.02,2018
Arbeitsplatz Software Schale 2,1197.0,2021.02,2018
Arbeitsplatz Software Schale 2,36.0,2021.02,2018
Arbeitsplatz Software Schale 2,20.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,399.0,2021.02,2018
Arbeitsplatz Software Schale 2,80.0,2021.02,2018
Arbeitsplatz Software Schale 2,266.0,2021.02,2018
Secure Messaging Extern,0.0,2021.02,2018
Secure Messaging Extern,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,50.0,2021.02,2018
Arbeitsplatz Software Schale 3,2815.0,2021.02,2018
RAS-Wartung,30.0,2021.02,2018
Arbeitsplatz Software Schale 2,14.0,2021.02,2018
Arbeitsplatz Software Schale 2,32124.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,10.0,2021.02,2018
Arbeitsplatz Software Schale 2,2716.0,2021.02,2018
Arbeitsplatz Software Schale 2,532.0,2021.02,2018
Arbeitsplatz Software Schale 2,36.0,2021.02,2018
Arbeitsplatz Software Schale 2,2793.0,2021.02,2018
Arbeitsplatz Software Schale 2,266.0,2021.02,2018
Arbeitsplatz Software Schale 3,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,50.0,2021.02,2018
Arbeitsplatz Software Schale 3,933.0,2021.02,2018
Arbeitsplatz Software Schale 3,91.0,2021.02,2018
Arbeitsplatz Software Schale 2,134400.0,2021.02,2018
Arbeitsplatz Software Schale 2,42832.0,2021.02,2018
Arbeitsplatz Software Schale 2,9.0,2021.02,2018
Arbeitsplatz Software Schale 2,7581.0,2021.02,2018
Arbeitsplatz Software Schale 2,19817.0,2021.02,2018
Arbeitsplatz Software Schale 2,510.0,2021.02,2018
Arbeitsplatz Software Schale 2,115614.0,2021.02,2018
Arbeitsplatz Software Schale 2,1064.0,2021.02,2018
Arbeitsplatz Software Schale 2,188762.0,2021.02,2018
Arbeitsplatz Software Schale 2,106950.0,2021.02,2018
Arbeitsplatz Software Schale 2,4655.0,2021.02,2018
Arbeitsplatz Software Schale 2,220.0,2021.02,2018
Arbeitsplatz Software Schale 2,266.0,2021.02,2018
Arbeitsplatz Software Schale 2,1197.0,2021.02,2018
Arbeitsplatz Software Schale 2,3458.0,2021.02,2018
Arbeitsplatz Software Schale 2,2565.0,2021.02,2018
Arbeitsplatz Software Schale 2,75.0,2021.02,2018
Arbeitsplatz Software Schale 2,420.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,532.0,2021.02,2018
Arbeitsplatz Software Schale 2,1995.0,2021.02,2018
Arbeitsplatz Software Schale 2,133.0,2021.02,2018
Arbeitsplatz Software Schale 2,120.0,2021.02,2018
Arbeitsplatz Software Schale 2,2926.0,2021.02,2018
Secure Messaging Extern,205.0,2021.02,2018
Secure Messaging Extern,5172.0,2021.02,2018
Secure Messaging Extern,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,25.0,2021.02,2018
Arbeitsplatz Software Schale 3,25.0,2021.02,2018
Arbeitsplatz Software Schale 3,25.0,2021.02,2018
Arbeitsplatz Software Schale 3,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,962000.0,2021.02,2018
Arbeitsplatz Software Schale 3,794450.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Internet,0.0,2021.02,2018
Internet,28.0,2021.02,2018
RAS-Wartung,840.0,2021.02,2018
Arbeitsplatz Software Schale 2,763.0,2021.02,2018
Arbeitsplatz Software Schale 2,10708.0,2021.02,2018
Arbeitsplatz Software Schale 2,36.0,2021.02,2018
Arbeitsplatz Software Schale 2,1197.0,2021.02,2018
Arbeitsplatz Software Schale 2,195.0,2021.02,2018
Arbeitsplatz Software Schale 2,4282.0,2021.02,2018
Arbeitsplatz Software Schale 2,86912.0,2021.02,2018
Arbeitsplatz Software Schale 2,2645.0,2021.02,2018
Arbeitsplatz Software Schale 2,133.0,2021.02,2018
Arbeitsplatz Software Schale 2,1064.0,2021.02,2018
Arbeitsplatz Software Schale 2,5187.0,2021.02,2018
Arbeitsplatz Software Schale 2,81.0,2021.02,2018
Arbeitsplatz Software Schale 2,25.0,2021.02,2018
Arbeitsplatz Software Schale 2,124.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,532.0,2021.02,2018
Arbeitsplatz Software Schale 2,266.0,2021.02,2018
Arbeitsplatz Software Schale 2,120.0,2021.02,2018
Arbeitsplatz Software Schale 2,665.0,2021.02,2018
Secure Messaging Extern,41.0,2021.02,2018
Secure Messaging Extern,378.0,2021.02,2018
Secure Messaging Extern,18655.0,2021.02,2018
Secure Messaging Extern,234.0,2021.02,2018
Arbeitsplatz Software Schale 3,25.0,2021.02,2018
Arbeitsplatz Software Schale 3,50.0,2021.02,2018
Arbeitsplatz Software Schale 3,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,195350.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,340.0,2021.02,2018
Arbeitsplatz Software Schale 2,63.0,2021.02,2018
Arbeitsplatz Software Schale 2,6783.0,2021.02,2018
Arbeitsplatz Software Schale 2,133.0,2021.02,2018
Arbeitsplatz Software Schale 2,215.0,2021.02,2018
Arbeitsplatz Software Schale 2,8564.0,2021.02,2018
Arbeitsplatz Software Schale 2,10864.0,2021.02,2018
Arbeitsplatz Software Schale 2,23.0,2021.02,2018
Arbeitsplatz Software Schale 2,266.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,266.0,2021.02,2018
Arbeitsplatz Software Schale 2,45.0,2021.02,2018
Arbeitsplatz Software Schale 2,192.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,3458.0,2021.02,2018
Arbeitsplatz Software Schale 2,200.0,2021.02,2018
Arbeitsplatz Software Schale 2,133.0,2021.02,2018
Secure Messaging Extern,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,243.0,2021.02,2018
Software Schale 3a,17.0,2021.02,2018
Internet,0.0,2021.02,2018
Internet,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,401100.0,2021.02,2018
Arbeitsplatz Software Schale 2,342656.0,2021.02,2018
Arbeitsplatz Software Schale 2,172634.0,2021.02,2018
Arbeitsplatz Software Schale 2,2128.0,2021.02,2018
Arbeitsplatz Software Schale 2,159000.0,2021.02,2018
Arbeitsplatz Software Schale 2,218382.0,2021.02,2018
Arbeitsplatz Software Schale 2,665.0,2021.02,2018
Arbeitsplatz Software Schale 2,662704.0,2021.02,2018
Arbeitsplatz Software Schale 2,179400.0,2021.02,2018
Arbeitsplatz Software Schale 2,172501.0,2021.02,2018
Arbeitsplatz Software Schale 2,5.0,2021.02,2018
Arbeitsplatz Software Schale 2,798.0,2021.02,2018
Arbeitsplatz Software Schale 2,133.0,2021.02,2018
Arbeitsplatz Software Schale 2,133.0,2021.02,2018
Arbeitsplatz Software Schale 2,399.0,2021.02,2018
Arbeitsplatz Software Schale 2,2793.0,2021.02,2018
Arbeitsplatz Software Schale 2,50625.0,2021.02,2018
Arbeitsplatz Software Schale 2,492.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,133.0,2021.02,2018
Arbeitsplatz Software Schale 2,176225.0,2021.02,2018
Arbeitsplatz Software Schale 2,63308.0,2021.02,2018
Arbeitsplatz Software Schale 2,320.0,2021.02,2018
Arbeitsplatz Software Schale 2,399.0,2021.02,2018
Secure Messaging Extern,0.0,2021.02,2018
Secure Messaging Extern,216.0,2021.02,2018
Secure Messaging Extern,205.0,2021.02,2018
Secure Messaging Extern,24.0,2021.02,2018
Arbeitsplatz Software Schale 3,225.0,2021.02,2018
Arbeitsplatz Software Schale 3,125.0,2021.02,2018
Arbeitsplatz Software Schale 3,225.0,2021.02,2018
Arbeitsplatz Software Schale 3,700.0,2021.02,2018
Arbeitsplatz Software Schale 3,5598.0,2021.02,2018
Arbeitsplatz Software Schale 3,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,1159650.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Internet,96.0,2021.02,2018
Internet,950.0,2021.02,2018
Internet,0.0,2021.02,2018
Internet,30.0,2021.02,2018
Internet,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,847.0,2021.02,2018
Arbeitsplatz Software Schale 2,42832.0,2021.02,2018
Arbeitsplatz Software Schale 2,45.0,2021.02,2018
Arbeitsplatz Software Schale 2,23142.0,2021.02,2018
Arbeitsplatz Software Schale 2,266.0,2021.02,2018
Arbeitsplatz Software Schale 2,180.0,2021.02,2018
Arbeitsplatz Software Schale 2,55666.0,2021.02,2018
Arbeitsplatz Software Schale 2,127652.0,2021.02,2018
Arbeitsplatz Software Schale 2,3335.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,8379.0,2021.02,2018
Arbeitsplatz Software Schale 2,171.0,2021.02,2018
Arbeitsplatz Software Schale 2,75.0,2021.02,2018
Arbeitsplatz Software Schale 2,168.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,1596.0,2021.02,2018
Arbeitsplatz Software Schale 2,100000.0,2021.02,2018
Arbeitsplatz Software Schale 2,532.0,2021.02,2018
Secure Messaging Extern,205.0,2021.02,2018
Secure Messaging Extern,6.0,2021.02,2018
Secure Messaging Extern,6.0,2021.02,2018
Arbeitsplatz Software Schale 3,625.0,2021.02,2018
Arbeitsplatz Software Schale 3,50.0,2021.02,2018
Arbeitsplatz Software Schale 3,50.0,2021.02,2018
Arbeitsplatz Software Schale 3,75.0,2021.02,2018
Arbeitsplatz Software Schale 3,175.0,2021.02,2018
Arbeitsplatz Software Schale 3,5598.0,2021.02,2018
Arbeitsplatz Software Schale 3,8832.0,2021.02,2018
Arbeitsplatz Software Schale 3,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,670.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,340.0,2021.02,2018
Internet,38.0,2021.02,2018
Internet,6.0,2021.02,2018
Arbeitsplatz Software Schale 2,107800.0,2021.02,2018
Arbeitsplatz Software Schale 2,21416.0,2021.02,2018
Arbeitsplatz Software Schale 2,65968.0,2021.02,2018
Arbeitsplatz Software Schale 2,133.0,2021.02,2018
Arbeitsplatz Software Schale 2,155000.0,2021.02,2018
Arbeitsplatz Software Schale 2,267625.0,2021.02,2018
Arbeitsplatz Software Schale 2,312340.0,2021.02,2018
Arbeitsplatz Software Schale 2,920.0,2021.02,2018
Arbeitsplatz Software Schale 2,1596.0,2021.02,2018
Arbeitsplatz Software Schale 2,532.0,2021.02,2018
Arbeitsplatz Software Schale 2,1463.0,2021.02,2018
Arbeitsplatz Software Schale 2,1729.0,2021.02,2018
Arbeitsplatz Software Schale 2,133.0,2021.02,2018
Arbeitsplatz Software Schale 2,1729.0,2021.02,2018
Arbeitsplatz Software Schale 2,1305.0,2021.02,2018
Arbeitsplatz Software Schale 2,1325.0,2021.02,2018
Arbeitsplatz Software Schale 2,284.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,798.0,2021.02,2018
Arbeitsplatz Software Schale 2,4655.0,2021.02,2018
Arbeitsplatz Software Schale 2,133.0,2021.02,2018
Arbeitsplatz Software Schale 2,80.0,2021.02,2018
Arbeitsplatz Software Schale 2,532.0,2021.02,2018
Secure Messaging Extern,1435.0,2021.02,2018
Secure Messaging Extern,42.0,2021.02,2018
Secure Messaging Extern,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,25.0,2021.02,2018
Arbeitsplatz Software Schale 3,50.0,2021.02,2018
Arbeitsplatz Software Schale 3,1416.0,2021.02,2018
Arbeitsplatz Software Schale 3,309100.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Internet,48.0,2021.02,2018
Internet,114.0,2021.02,2018
Internet,56.0,2021.02,2018
Internet,6.0,2021.02,2018
Arbeitsplatz Software Schale 2,756700.0,2021.02,2018
Arbeitsplatz Software Schale 2,171328.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,279300.0,2021.02,2018
Arbeitsplatz Software Schale 2,1064.0,2021.02,2018
Arbeitsplatz Software Schale 2,147500.0,2021.02,2018
Arbeitsplatz Software Schale 2,209818.0,2021.02,2018
Arbeitsplatz Software Schale 2,399.0,2021.02,2018
Arbeitsplatz Software Schale 2,573076.0,2021.02,2018
Arbeitsplatz Software Schale 2,110400.0,2021.02,2018
Arbeitsplatz Software Schale 2,1463.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,3192.0,2021.02,2018
Arbeitsplatz Software Schale 2,287280.0,2021.02,2018
Arbeitsplatz Software Schale 2,665.0,2021.02,2018
Arbeitsplatz Software Schale 2,108900.0,2021.02,2018
Arbeitsplatz Software Schale 2,5.0,2021.02,2018
Arbeitsplatz Software Schale 2,125200.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,1995.0,2021.02,2018
Arbeitsplatz Software Schale 2,3591.0,2021.02,2018
Arbeitsplatz Software Schale 2,266.0,2021.02,2018
Arbeitsplatz Software Schale 2,176000.0,2021.02,2018
Arbeitsplatz Software Schale 2,2394.0,2021.02,2018
Secure Messaging Extern,328.0,2021.02,2018
Secure Messaging Extern,36.0,2021.02,2018
Arbeitsplatz Software Schale 3,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,325.0,2021.02,2018
Arbeitsplatz Software Schale 3,325.0,2021.02,2018
Arbeitsplatz Software Schale 3,115000.0,2021.02,2018
Arbeitsplatz Software Schale 3,4665.0,2021.02,2018
Arbeitsplatz Software Schale 3,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,520.0,2021.02,2018
Arbeitsplatz Software Schale 3,1454450.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,162000.0,2021.02,2018
Software Schale 3a,102000.0,2021.02,2018
Internet,48.0,2021.02,2018
Internet,266.0,2021.02,2018
Internet,84.0,2021.02,2018
Internet,6.0,2021.02,2018
RAS-Wartung,60.0,2021.02,2018
Arbeitsplatz Software Schale 2,21.0,2021.02,2018
Arbeitsplatz Software Schale 2,266.0,2021.02,2018
Arbeitsplatz Software Schale 2,1358.0,2021.02,2018
Arbeitsplatz Software Schale 2,133.0,2021.02,2018
Arbeitsplatz Software Schale 2,675.0,2021.02,2018
Arbeitsplatz Software Schale 2,4.0,2021.02,2018
Arbeitsplatz Software Schale 2,133.0,2021.02,2018
Arbeitsplatz Software Schale 2,133.0,2021.02,2018
Arbeitsplatz Software Schale 3,455.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,371.0,2021.02,2018
Arbeitsplatz Software Schale 2,85664.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,532.0,2021.02,2018
Arbeitsplatz Software Schale 2,665.0,2021.02,2018
Arbeitsplatz Software Schale 2,120.0,2021.02,2018
Arbeitsplatz Software Schale 2,38538.0,2021.02,2018
Arbeitsplatz Software Schale 2,25802.0,2021.02,2018
Arbeitsplatz Software Schale 2,1955.0,2021.02,2018
Arbeitsplatz Software Schale 2,399.0,2021.02,2018
Arbeitsplatz Software Schale 2,1463.0,2021.02,2018
Arbeitsplatz Software Schale 2,315.0,2021.02,2018
Arbeitsplatz Software Schale 2,25.0,2021.02,2018
Arbeitsplatz Software Schale 2,164.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,399.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,160.0,2021.02,2018
Arbeitsplatz Software Schale 2,266.0,2021.02,2018
Secure Messaging Extern,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,50.0,2021.02,2018
Arbeitsplatz Software Schale 3,75.0,2021.02,2018
Arbeitsplatz Software Schale 3,50.0,2021.02,2018
Arbeitsplatz Software Schale 3,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,112746.0,2021.02,2018
Arbeitsplatz Software Schale 3,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,4685.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,68.0,2021.02,2018
Internet,48.0,2021.02,2018
Internet,6.0,2021.02,2018
Arbeitsplatz Software Schale 2,382900.0,2021.02,2018
Arbeitsplatz Software Schale 2,192744.0,2021.02,2018
Arbeitsplatz Software Schale 2,53599.0,2021.02,2018
Arbeitsplatz Software Schale 2,35511.0,2021.02,2018
Arbeitsplatz Software Schale 2,178000.0,2021.02,2018
Arbeitsplatz Software Schale 2,490289.0,2021.02,2018
Arbeitsplatz Software Schale 2,133.0,2021.02,2018
Arbeitsplatz Software Schale 2,502460.0,2021.02,2018
Arbeitsplatz Software Schale 2,219650.0,2021.02,2018
Arbeitsplatz Software Schale 2,532.0,2021.02,2018
Arbeitsplatz Software Schale 2,133.0,2021.02,2018
Arbeitsplatz Software Schale 2,399.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,4788.0,2021.02,2018
Arbeitsplatz Software Schale 2,468.0,2021.02,2018
Arbeitsplatz Software Schale 2,10.0,2021.02,2018
Arbeitsplatz Software Schale 2,524.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,266.0,2021.02,2018
Arbeitsplatz Software Schale 2,103873.0,2021.02,2018
Arbeitsplatz Software Schale 2,280.0,2021.02,2018
Arbeitsplatz Software Schale 2,1729.0,2021.02,2018
Secure Messaging Extern,0.0,2021.02,2018
Secure Messaging Extern,6.0,2021.02,2018
Arbeitsplatz Software Schale 3,150.0,2021.02,2018
Arbeitsplatz Software Schale 3,725.0,2021.02,2018
Arbeitsplatz Software Schale 3,120000.0,2021.02,2018
Arbeitsplatz Software Schale 3,775.0,2021.02,2018
Arbeitsplatz Software Schale 3,3732.0,2021.02,2018
Arbeitsplatz Software Schale 3,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,37582.0,2021.02,2018
Arbeitsplatz Software Schale 3,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,384600.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Internet,228.0,2021.02,2018
Internet,28.0,2021.02,2018
Internet,24.0,2021.02,2018
Internet,165.0,2021.02,2018
RAS-Wartung,327000.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,203700.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,20216.0,2021.02,2018
Arbeitsplatz Software Schale 2,10108.0,2021.02,2018
Arbeitsplatz Software Schale 2,535.0,2021.02,2018
Arbeitsplatz Software Schale 2,59948.0,2021.02,2018
Arbeitsplatz Software Schale 2,135800.0,2021.02,2018
Arbeitsplatz Software Schale 2,736.0,2021.02,2018
Arbeitsplatz Software Schale 2,2128.0,2021.02,2018
Arbeitsplatz Software Schale 2,1596.0,2021.02,2018
Arbeitsplatz Software Schale 2,532.0,2021.02,2018
Arbeitsplatz Software Schale 2,532.0,2021.02,2018
Arbeitsplatz Software Schale 2,5453.0,2021.02,2018
Arbeitsplatz Software Schale 2,270.0,2021.02,2018
Arbeitsplatz Software Schale 2,5.0,2021.02,2018
Arbeitsplatz Software Schale 2,324.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,1995.0,2021.02,2018
Arbeitsplatz Software Schale 2,9177.0,2021.02,2018
Arbeitsplatz Software Schale 2,160.0,2021.02,2018
Arbeitsplatz Software Schale 2,2128.0,2021.02,2018
Secure Messaging Extern,41.0,2021.02,2018
Secure Messaging Extern,12.0,2021.02,2018
Secure Messaging Extern,205.0,2021.02,2018
Secure Messaging Extern,3.0,2021.02,2018
Arbeitsplatz Software Schale 3,25.0,2021.02,2018
Arbeitsplatz Software Schale 3,110000.0,2021.02,2018
Arbeitsplatz Software Schale 3,250.0,2021.02,2018
Arbeitsplatz Software Schale 3,725.0,2021.02,2018
Arbeitsplatz Software Schale 3,7464.0,2021.02,2018
Arbeitsplatz Software Schale 3,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,18791.0,2021.02,2018
Arbeitsplatz Software Schale 3,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,287650.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Internet,0.0,2021.02,2018
Internet,38.0,2021.02,2018
Internet,509600.0,2021.02,2018
Internet,6.0,2021.02,2018
Internet,0.0,2021.02,2018
Internet,0.0,2021.02,2018
RAS-Wartung,132000.0,2021.02,2018
Arbeitsplatz Software Schale 2,630.0,2021.02,2018
Arbeitsplatz Software Schale 2,96372.0,2021.02,2018
Arbeitsplatz Software Schale 2,207.0,2021.02,2018
Arbeitsplatz Software Schale 2,3325.0,2021.02,2018
Arbeitsplatz Software Schale 2,2793.0,2021.02,2018
Arbeitsplatz Software Schale 2,465.0,2021.02,2018
Arbeitsplatz Software Schale 2,66371.0,2021.02,2018
Arbeitsplatz Software Schale 2,114072.0,2021.02,2018
Arbeitsplatz Software Schale 2,138.0,2021.02,2018
Arbeitsplatz Software Schale 2,266.0,2021.02,2018
Arbeitsplatz Software Schale 2,35.0,2021.02,2018
Arbeitsplatz Software Schale 2,266.0,2021.02,2018
Arbeitsplatz Software Schale 2,798.0,2021.02,2018
Arbeitsplatz Software Schale 2,1729.0,2021.02,2018
Arbeitsplatz Software Schale 2,810.0,2021.02,2018
Arbeitsplatz Software Schale 2,308.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,9576.0,2021.02,2018
Arbeitsplatz Software Schale 2,700.0,2021.02,2018
Arbeitsplatz Software Schale 2,266.0,2021.02,2018
Secure Messaging Extern,24.0,2021.02,2018
Secure Messaging Extern,0.0,2021.02,2018
Secure Messaging Extern,378.0,2021.02,2018
Arbeitsplatz Software Schale 3,200.0,2021.02,2018
Arbeitsplatz Software Schale 3,225.0,2021.02,2018
Arbeitsplatz Software Schale 3,225.0,2021.02,2018
Arbeitsplatz Software Schale 3,350.0,2021.02,2018
Arbeitsplatz Software Schale 3,933.0,2021.02,2018
Arbeitsplatz Software Schale 3,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,18791.0,2021.02,2018
Arbeitsplatz Software Schale 3,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,260.0,2021.02,2018
Arbeitsplatz Software Schale 3,190750.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
Internet,144.0,2021.02,2018
Internet,38.0,2021.02,2018
Internet,140.0,2021.02,2018
Internet,18.0,2021.02,2018
Internet,49.0,2021.02,2018
RAS-Wartung,690.0,2021.02,2018
Arbeitsplatz Software Schale 2,107800.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,2793.0,2021.02,2018
Arbeitsplatz Software Schale 2,3724.0,2021.02,2018
Arbeitsplatz Software Schale 2,860.0,2021.02,2018
Arbeitsplatz Software Schale 2,36397.0,2021.02,2018
Arbeitsplatz Software Schale 2,188762.0,2021.02,2018
Arbeitsplatz Software Schale 2,759.0,2021.02,2018
Arbeitsplatz Software Schale 2,931.0,2021.02,2018
Arbeitsplatz Software Schale 2,1197.0,2021.02,2018
Arbeitsplatz Software Schale 2,2926.0,2021.02,2018
Arbeitsplatz Software Schale 2,2205.0,2021.02,2018
Arbeitsplatz Software Schale 2,275.0,2021.02,2018
Arbeitsplatz Software Schale 2,60.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,0.0,2021.02,2018
Arbeitsplatz Software Schale 2,3059.0,2021.02,2018
Arbeitsplatz Software Schale 2,520.0,2021.02,2018
Arbeitsplatz Software Schale 2,798.0,2021.02,2018
Secure Messaging Extern,18.0,2021.02,2018
Secure Messaging Extern,0.0,2021.02,2018
Secure Messaging Extern,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,250.0,2021.02,2018
Arbeitsplatz Software Schale 3,200.0,2021.02,2018
Arbeitsplatz Software Schale 3,1866.0,2021.02,2018
Arbeitsplatz Software Schale 3,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,18791.0,2021.02,2018
Arbeitsplatz Software Schale 3,0.0,2021.02,2018
Arbeitsplatz Software Schale 3,146800.0,2021.02,2018
Software Schale 3a,0.0,2021.02,2018
